group,etf,member,date,x,y,sign
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0050000000000000044,-0.0004091800810455126,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0050000000000000044,-7.222563290909534e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0,-0.002338111052743841,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0,-0.001304001537076438,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,-0.010000000000000009,-0.0024677630891485336,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0,0.0006538242898583846,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0050000000000000044,0.0,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.0,-0.0003147509256660186,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,-0.014999999999999986,-0.00038752180295098526,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-04,0.014999999999999986,-7.267705951807812e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0050000000000000044,0.0030456140145398436,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0050000000000000044,-0.00079676469477441,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.06000000000000001,0.00028980607346618115,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.06500000000000002,0.0005310930986164308,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.004999999999999977,0.001952960802037218,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0007710843755548424,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0009405636839980858,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0001689128051989286,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.0005307727693431019,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.0006028091086145437,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.0004819857907500946,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,7.227783603358517e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.010000000000000009,-7.227783603358517e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.08,2.4093192469543112e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.08,-1.2046523673703291e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.01999999999999999,0.00010841348915313631,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.015000000000000013,0.0005780068558394191,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.015000000000000013,-0.00014447039585885335,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.00031299281575858373,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.06999999999999999,-0.0005297375515160851,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.06999999999999999,0.00026490385349120515,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.00028890601125475257,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.0007940614250747657,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.010000000000000009,-0.00012027181444551616,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.010000000000000009,9.621860875341781e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.00019240944789800096,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.014999999999999986,-0.00014430361505635148,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0050000000000000044,0.00019240019299360256,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.03,-0.0007938894986043721,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.010000000000000009,-0.00024069705984341994,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.00031299281575858373,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.010000000000000009,-0.0003130908109341135,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.01999999999999999,0.0009389785086000302,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.00026475083490939966,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.010000000000000009,0.00019255301284548665,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.010000000000000009,0.00043310876519253583,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0003127819574375579,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.010000000000000009,-0.0002888086662675704,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0002166612509828525,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.04999999999999999,2.407579059049425e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.03999999999999998,-0.0011321892206108686,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.00016873365432701348,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.07999999999999999,0.0002892402642604708,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,-0.015000000000000013,0.0007468170284106179,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.035,-4.816491668346856e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,-0.0008673654320441315,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.00014461316004954483,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-05,0.0,0.00045780375475779067,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.004999999999999977,0.0013720992902825913,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.11499999999999999,0.0005672149896822631,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.0005905070264775603,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-0.0005432536301306357,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,2.3625860868570214e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.049999999999999996,0.0004251700744317688,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.049999999999999996,-0.0012760529166646606,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.049999999999999996,0.0019606691452009883,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.015000000000000001,-0.001535137223885208,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.015,0.00023632840304710356,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.03,0.0007912934517042558,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.001922476457959732,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.0004240982086516354,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.0013182676108725033,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.00039984477147658737,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.03,0.000587716737458166,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.03,-9.401146946874661e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.004999999999999999,0.0003759928605653329,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.004999999999999999,0.0006811269390665231,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.22499999999999998,-0.001057119799631856,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.12499999999999999,0.0004464757861057933,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,-0.1,-0.000140970819273889,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-0.0004465387446552782,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-0.001246662986210012,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-7.061232658767125e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-4.707765460043589e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,-0.000635765353366402,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.0,0.0012711267659462067,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.034999999999999996,-0.0012240191721932803,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-06,0.105,0.00032969103539048916,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-07,-0.05,-0.0004236789518472506,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,0.049999999999999996,-0.004893453259727565,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,-0.049999999999999996,0.0005685856585309068,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,0.060000000000000005,-0.000687081706826298,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,0.0,0.0010186074386275834,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,-0.060000000000000005,0.0007100423956920565,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,0.0,-0.0011363099560819379,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-08,0.0,-0.00011843990964965911,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-11,0.0,0.00011845393932485848,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-11,0.0,-0.0019918908200757812,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-11,0.0,0.0006406834175374243,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-11,0.0,-0.00035588455480795034,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-12,0.02,0.0019523018047333807,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-13,0.0,-2.410190284685143e-05,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-13,-0.03,0.00033737378925735584,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-13,0.0,-0.0012295528147152623,1
ELECTION_trump_fav,VAW,KXECDJT281,2024-11-13,0.0,-0.0029232369672094194,1
ELECTION_trump_fav,VAW,KXECDJT306,2024-11-05,0.015000000000000013,0.0028454323514699453,1
ELECTION_trump_fav,VAW,KXECDJT306,2024-11-05,0.004999999999999977,-0.0016628713660740146,1
ELECTION_trump_fav,VAW,KXECDJT306,2024-11-05,0.0,0.0010847948993646384,1
ELECTION_trump_fav,VAW,KXECDJT306,2024-11-05,0.0,0.00043358867567633297,1
