ticker,date,close,dividend,lag_close,daily_price_return,daily_total_return,dividend_return_component
VAW,2024-01-03,186.83999633789062,0.0,189.52000427246094,-0.014141029306423136,-0.014141029306423136,0.0
VAW,2024-01-04,185.9600067138672,0.0,186.83999633789062,-0.004709856782656008,-0.004709856782656008,0.0
VAW,2024-01-05,186.58999633789062,0.0,185.9600067138672,0.003387769419651576,0.003387769419651576,0.0
VAW,2024-01-08,187.5399932861328,0.0,186.58999633789062,0.005091360559983382,0.005091360559983382,0.0
VAW,2024-01-09,185.36000061035156,0.0,187.5399932861328,-0.011624148202112772,-0.011624148202112772,0.0
VAW,2024-01-10,184.9600067138672,0.0,185.36000061035156,-0.002157929948032322,-0.002157929948032322,0.0
VAW,2024-01-11,184.38999938964844,0.0,184.9600067138672,-0.003081786891911964,-0.003081786891911964,0.0
VAW,2024-01-12,184.5500030517578,0.0,184.38999938964844,0.0008677458790553594,0.0008677458790553594,0.0
VAW,2024-01-16,182.39999389648438,0.0,184.5500030517578,-0.011650008776594056,-0.011650008776594056,0.0
VAW,2024-01-17,180.9600067138672,0.0,182.39999389648438,-0.007894666835539521,-0.007894666835539521,0.0
VAW,2024-01-18,181.89999389648438,0.0,180.9600067138672,0.005194447102908617,0.005194447102908617,0.0
VAW,2024-01-19,182.19000244140625,0.0,181.89999389648438,0.001594329602269795,0.001594329602269795,0.0
VAW,2024-01-22,182.94000244140625,0.0,182.19000244140625,0.004116581535483554,0.004116581535483554,0.0
VAW,2024-01-23,183.4600067138672,0.0,182.94000244140625,0.002842485325906141,0.002842485325906141,0.0
VAW,2024-01-24,181.10000610351562,0.0,183.4600067138672,-0.012863842385181679,-0.012863842385181679,0.0
VAW,2024-01-25,182.74000549316406,0.0,181.10000610351562,0.009055766617208416,0.009055766617208416,0.0
VAW,2024-01-26,182.9600067138672,0.0,182.74000549316406,0.001203902889842956,0.001203902889842956,0.0
VAW,2024-01-29,184.16000366210938,0.0,182.9600067138672,0.006558793748400182,0.006558793748400182,0.0
VAW,2024-01-30,184.77000427246094,0.0,184.16000366210938,0.0033123403465540324,0.0033123403465540324,0.0
VAW,2024-01-31,182.2100067138672,0.0,184.77000427246094,-0.013855049517771278,-0.013855049517771278,0.0
VAW,2024-02-01,185.1999969482422,0.0,182.2100067138672,0.016409583031684605,0.016409583031684605,0.0
VAW,2024-02-02,183.9499969482422,0.0,185.1999969482422,-0.006749460154415354,-0.006749460154415354,0.0
VAW,2024-02-05,179.6300048828125,0.0,183.9499969482422,-0.023484599821141594,-0.023484599821141594,0.0
VAW,2024-02-06,182.0800018310547,0.0,179.6300048828125,0.013639129775899761,0.013639129775899761,0.0
VAW,2024-02-07,183.3000030517578,0.0,182.0800018310547,0.006700358130681039,0.006700358130681039,0.0
VAW,2024-02-08,183.3800048828125,0.0,183.3000030517578,0.00043645297175531894,0.00043645297175531894,0.0
VAW,2024-02-09,183.88999938964844,0.0,183.3800048828125,0.0027810802337029372,0.0027810802337029372,0.0
VAW,2024-02-12,185.4499969482422,0.0,183.88999938964844,0.008483319178702153,0.008483319178702153,0.0
VAW,2024-02-13,182.17999267578125,0.0,185.4499969482422,-0.017632808445791293,-0.017632808445791293,0.0
VAW,2024-02-14,183.69000244140625,0.0,182.17999267578125,0.008288559810803786,0.008288559810803786,0.0
VAW,2024-02-15,187.57000732421875,0.0,183.69000244140625,0.021122569716607975,0.021122569716607975,0.0
VAW,2024-02-16,188.1199951171875,0.0,187.57000732421875,0.0029321734365457264,0.0029321734365457264,0.0
VAW,2024-02-20,187.5800018310547,0.0,188.1199951171875,-0.0028704725714905344,-0.0028704725714905344,0.0
VAW,2024-02-21,188.5500030517578,0.0,187.5800018310547,0.00517113344298159,0.00517113344298159,0.0
VAW,2024-02-22,190.5,0.0,188.5500030517578,0.010342067974970615,0.010342067974970615,0.0
VAW,2024-02-23,191.52000427246094,0.0,190.5,0.005354353136277856,0.005354353136277856,0.0
VAW,2024-02-26,190.66000366210938,0.0,191.52000427246094,-0.004490395734996433,-0.004490395734996433,0.0
VAW,2024-02-27,191.41000366210938,0.0,190.66000366210938,0.003933703900106611,0.003933703900106611,0.0
VAW,2024-02-28,191.4600067138672,0.0,191.41000366210938,0.0002612353105957421,0.0002612353105957421,0.0
VAW,2024-02-29,192.9499969482422,0.0,191.4600067138672,0.007782253118802762,0.007782253118802762,0.0
VAW,2024-03-01,193.94000244140625,0.0,192.9499969482422,0.0051308914683716456,0.0051308914683716456,0.0
VAW,2024-03-04,195.0399932861328,0.0,193.94000244140625,0.005671809997315425,0.005671809997315425,0.0
VAW,2024-03-05,193.8699951171875,0.0,195.0399932861328,-0.005998760301580197,-0.005998760301580197,0.0
VAW,2024-03-06,195.38999938964844,0.0,193.8699951171875,0.007840327594490049,0.007840327594490049,0.0
VAW,2024-03-07,197.97000122070312,0.0,195.38999938964844,0.01320436992227858,0.01320436992227858,0.0
VAW,2024-03-08,197.10000610351562,0.0,197.97000122070312,-0.004394580551715044,-0.004394580551715044,0.0
