date,ts_et,kalshi_prob,market_fresh,implied_p_A_sign_equal,implied_p_B_beta_weighted,implied_p_C_min_variance
2024-10-04,2024-10-04 09:31:00,0.5,False,0.447,0.447,0.447
2024-10-04,2024-10-04 09:32:00,0.5,False,0.4349942357933377,0.437761434628331,0.5171363799331244
2024-10-04,2024-10-04 09:33:00,0.5,False,0.4319986696191966,0.4305845746714547,0.6041503817055582
2024-10-04,2024-10-04 09:34:00,0.5,False,0.4417365267620184,0.4389118449214824,0.6329482740565526
2024-10-04,2024-10-04 09:35:00,0.5,False,0.3895364119247623,0.4149844674203259,0.7854862300491463
2024-10-04,2024-10-04 09:36:00,0.5,False,0.3649149907757784,0.4136845648874775,0.8197624568899592
2024-10-04,2024-10-04 09:37:00,0.5,False,0.3357620975633004,0.3992295836169656,0.7889207344917142
2024-10-04,2024-10-04 09:38:00,0.5,False,0.2923542530144719,0.386379930639394,0.7881524979461547
2024-10-04,2024-10-04 09:39:00,0.5,False,0.3170678346628028,0.3959974764785119,0.7442435877395018
2024-10-04,2024-10-04 09:40:00,0.49,True,0.3152671803751395,0.38839054481607,0.7995709749923701
2024-10-04,2024-10-04 09:41:00,0.49,False,0.3294363095028437,0.3895874068833704,0.8107409125397962
2024-10-04,2024-10-04 09:42:00,0.49,False,0.352560950360149,0.3988449710885859,0.7717739756562936
2024-10-04,2024-10-04 09:43:00,0.49,False,0.3602096162454036,0.3978758958094637,0.8121045017713266
2024-10-04,2024-10-04 09:44:00,0.49,False,0.3652538970828873,0.3957378004813466,0.8748383159022541
2024-10-04,2024-10-04 09:45:00,0.5,True,0.3917099060948711,0.4019806617117968,0.8759650648419355
2024-10-04,2024-10-04 09:46:00,0.5,False,0.4026868222570197,0.4156363230239459,0.7917815347438206
2024-10-04,2024-10-04 09:47:00,0.5,False,0.440136221460901,0.4412373225061888,0.6515159343333911
2024-10-04,2024-10-04 09:48:00,0.5,False,0.4600026385790667,0.4486291580952031,0.662053788707661
2024-10-04,2024-10-04 09:49:00,0.5,False,0.4479188846998633,0.4511762373244533,0.6467645596576171
2024-10-04,2024-10-04 09:50:00,0.5,True,0.4305225614516548,0.4416891820561495,0.7186675334944164
2024-10-04,2024-10-04 09:51:00,0.5,False,0.4344880752283185,0.4439734951751565,0.6536537177282976
2024-10-04,2024-10-04 09:52:00,0.5,False,0.4527468277262411,0.4469462677633394,0.6517588232293191
2024-10-04,2024-10-04 09:53:00,0.5,False,0.4776141761152819,0.4571260539481763,0.6311686426645511
2024-10-04,2024-10-04 09:54:00,0.5,False,0.4979977064272964,0.4646555537448365,0.6390704842230679
2024-10-04,2024-10-04 09:55:00,0.5,False,0.4902595825592695,0.4533765768227518,0.7308431181419519
2024-10-04,2024-10-04 09:56:00,0.49,True,0.483083714289477,0.4480806854898734,0.773733799079572
2024-10-04,2024-10-04 09:57:00,0.49,True,0.5157667638327885,0.4579174443887079,0.7824322632570944
2024-10-04,2024-10-04 09:58:00,0.49,False,0.5353467149912604,0.4629623297021256,0.7731761043025911
