ticker,beta,raw_sign_equal_weight,final_dollar_neutral_weight
VFH,-0.938965615863252,0.02040816326530612,1.0408340855860843e-17
VFH,-0.8892317602210448,0.02040816326530612,1.0408340855860843e-17
VIS,-0.874535261438307,0.02040816326530612,1.0408340855860843e-17
VFH,-0.8616086615852325,0.02040816326530612,1.0408340855860843e-17
VFH,-0.8603214033696075,0.02040816326530612,1.0408340855860843e-17
VFH,0.8383244775666028,0.02040816326530612,1.0408340855860843e-17
VOX,0.8371493681008945,0.02040816326530612,1.0408340855860843e-17
VFH,0.8365991247943253,0.02040816326530612,1.0408340855860843e-17
VFH,-0.8363806474566313,0.02040816326530612,1.0408340855860843e-17
VCR,-0.8259594447368543,0.02040816326530612,1.0408340855860843e-17
VNQ,0.8228814977626736,0.02040816326530612,1.0408340855860843e-17
VCR,-0.8073221435983007,0.02040816326530612,1.0408340855860843e-17
VFH,-0.8018841171996285,0.02040816326530612,1.0408340855860843e-17
VDC,-0.7953280537548483,0.02040816326530612,1.0408340855860843e-17
VDE,-0.7953024213353558,0.02040816326530612,1.0408340855860843e-17
VIS,0.7937422862858782,0.02040816326530612,1.0408340855860843e-17
VGT,0.7915035804535879,0.02040816326530612,1.0408340855860843e-17
VDE,0.7772668503815056,0.02040816326530612,1.0408340855860843e-17
VDE,-0.7710829677234358,0.02040816326530612,1.0408340855860843e-17
VOX,-0.7683132845061798,0.02040816326530612,1.0408340855860843e-17
VGT,-0.7673308711434011,0.02040816326530612,1.0408340855860843e-17
VDC,-0.7649399918314825,0.02040816326530612,1.0408340855860843e-17
VAW,0.7549706830924127,0.02040816326530612,1.0408340855860843e-17
VDC,0.7471239337136137,0.02040816326530612,1.0408340855860843e-17
VDC,0.7297721291527001,0.02040816326530612,1.0408340855860843e-17
VHT,0.7195485536507014,0.02040816326530612,1.0408340855860843e-17
VIS,0.7172982775807419,0.02040816326530612,1.0408340855860843e-17
VFH,-0.716653898148832,0.02040816326530612,1.0408340855860843e-17
VIS,-0.7098750140967575,0.02040816326530612,1.0408340855860843e-17
VNQ,0.7067017048701429,0.02040816326530612,1.0408340855860843e-17
VAW,0.7053906048204155,0.02040816326530612,1.0408340855860843e-17
VDE,-0.7015966387823961,0.02040816326530612,1.0408340855860843e-17
VIS,-0.6985779731093744,0.02040816326530612,1.0408340855860843e-17
VFH,-0.6983941565640048,0.02040816326530612,1.0408340855860843e-17
VNQ,0.6957246784918829,0.02040816326530612,1.0408340855860843e-17
VFH,-0.6899456671102011,0.02040816326530612,1.0408340855860843e-17
VIS,-0.6875144345299606,0.02040816326530612,1.0408340855860843e-17
VNQ,-0.6842605600155439,0.02040816326530612,1.0408340855860843e-17
VDC,0.6842180983963109,0.02040816326530612,1.0408340855860843e-17
VGT,-0.681488877952338,0.02040816326530612,1.0408340855860843e-17
VOX,-0.6797153992587066,0.02040816326530612,1.0408340855860843e-17
VCR,0.6771390055293427,0.02040816326530612,1.0408340855860843e-17
VIS,0.6755270763591519,0.02040816326530612,1.0408340855860843e-17
VAW,-0.6656446289214449,0.02040816326530612,1.0408340855860843e-17
VOX,0.6615159620037144,0.02040816326530612,1.0408340855860843e-17
VDE,0.6601607069625554,0.02040816326530612,1.0408340855860843e-17
VAW,0.6595561995623452,0.02040816326530612,1.0408340855860843e-17
VNQ,0.655998294550189,0.02040816326530612,1.0408340855860843e-17
VDE,-0.6536072900533995,0.02040816326530612,1.0408340855860843e-17
VOX,-0.6526116042248478,0.02040816326530612,1.0408340855860843e-17
VIS,-0.6495422568841732,0.02040816326530612,1.0408340855860843e-17
VPU,-0.6478124940161506,0.02040816326530612,1.0408340855860843e-17
VGT,-0.6471979893687948,0.02040816326530612,1.0408340855860843e-17
VAW,-0.6320447319069313,0.02040816326530612,1.0408340855860843e-17
VFH,-0.6320101889919885,0.02040816326530612,1.0408340855860843e-17
VHT,-0.6160053732653925,0.02040816326530612,1.0408340855860843e-17
VIS,0.6150388260018868,0.02040816326530612,1.0408340855860843e-17
VNQ,0.6121813517150694,0.02040816326530612,1.0408340855860843e-17
VDE,-0.6111885343532157,0.02040816326530612,1.0408340855860843e-17
VDE,-0.6041472437654417,0.02040816326530612,1.0408340855860843e-17
VNQ,0.6011600734031868,0.02040816326530612,1.0408340855860843e-17
VAW,-0.6002773406393119,0.02040816326530612,1.0408340855860843e-17
VIS,-0.5995951689819571,0.02040816326530612,1.0408340855860843e-17
VGT,0.578775846217662,0.02040816326530612,1.0408340855860843e-17
VIS,0.5739980019093891,0.02040816326530612,1.0408340855860843e-17
VDE,-0.5734257231573278,0.02040816326530612,1.0408340855860843e-17
VOX,-0.5709606356426578,0.02040816326530612,1.0408340855860843e-17
VDC,0.56696336100411,0.02040816326530612,1.0408340855860843e-17
VCR,-0.564244105797844,0.02040816326530612,1.0408340855860843e-17
VIS,-0.5641921316509615,0.02040816326530612,1.0408340855860843e-17
VNQ,0.5627948066330272,0.02040816326530612,1.0408340855860843e-17
VFH,-0.5624344775505434,0.02040816326530612,1.0408340855860843e-17
VGT,-0.561255206547794,0.02040816326530612,1.0408340855860843e-17
VOX,0.5582416291103478,0.02040816326530612,1.0408340855860843e-17
VAW,0.556669643228271,0.02040816326530612,1.0408340855860843e-17
VDC,0.5553178060117692,0.02040816326530612,1.0408340855860843e-17
VOX,-0.5501338661286616,0.02040816326530612,1.0408340855860843e-17
VAW,-0.5419512099596905,0.02040816326530612,1.0408340855860843e-17
VDE,-0.5406354717521644,0.02040816326530612,1.0408340855860843e-17
VCR,-0.5331938423903749,0.02040816326530612,1.0408340855860843e-17
VDE,-0.5254755582038266,0.02040816326530612,1.0408340855860843e-17
VGT,-0.5241820302751764,0.02040816326530612,1.0408340855860843e-17
VFH,0.5202129233310941,0.02040816326530612,1.0408340855860843e-17
VCR,0.5201594978252727,0.02040816326530612,1.0408340855860843e-17
VCR,0.5177477434107219,0.02040816326530612,1.0408340855860843e-17
VIS,-0.5176494473111717,0.02040816326530612,1.0408340855860843e-17
VDC,0.5145616396794991,0.02040816326530612,1.0408340855860843e-17
VDC,-0.5045523372643536,0.02040816326530612,1.0408340855860843e-17
VAW,0.4991412602631619,0.02040816326530612,1.0408340855860843e-17
VDC,0.4926598566768114,0.02040816326530612,1.0408340855860843e-17
VDC,0.4732812625909596,0.02040816326530612,1.0408340855860843e-17
VGT,0.4677361397044092,0.02040816326530612,1.0408340855860843e-17
VOX,0.4663617541067623,0.02040816326530612,1.0408340855860843e-17
VFH,-0.4649569342088018,0.02040816326530612,1.0408340855860843e-17
VNQ,-0.4623706387123166,0.02040816326530612,1.0408340855860843e-17
VNQ,0.4599019185564346,0.02040816326530612,1.0408340855860843e-17
VNQ,0.4582942566692859,0.02040816326530612,1.0408340855860843e-17
VOX,-0.4561833996802011,0.02040816326530612,1.0408340855860843e-17
VPU,0.4462122416583912,0.02040816326530612,1.0408340855860843e-17
VFH,0.4453563589948262,0.02040816326530612,1.0408340855860843e-17
VDE,0.4387953816742465,0.02040816326530612,1.0408340855860843e-17
VAW,-0.4378587775161719,0.02040816326530612,1.0408340855860843e-17
VNQ,-0.413030905849312,0.02040816326530612,1.0408340855860843e-17
VGT,-0.4125804764543087,0.02040816326530612,1.0408340855860843e-17
VIS,0.3921468125736081,0.02040816326530612,1.0408340855860843e-17
VDC,-0.3797300777634065,0.02040816326530612,1.0408340855860843e-17
VDE,-0.3776797795354041,0.02040816326530612,1.0408340855860843e-17
